spot,flow,temp,pH,DO,BOD,COD,SS,EC,TN,DTN,NO3N,NH3N,TP,DTP,PO4P,Chla,TOC,Tcoli,Fcoli,Cl,d15N,d18O,source
JS-24,0.000938,15.2,7.4,11.1,0.7,4.4,1.124480794,234,4.779,4.724,3.329,0.168,0.33,0.253,0.25,0.591914793,3.4,14.42303431,0,12.331,6.28,8.36,토양-질소 기원
JS-25,2.20E-05,15.2,7.6,11.9,0.6,2.7,3.663,212,2.686,2.586,1.835,0.026,0.131,0.1,0.098,1.083915708,2.2,35.17169909,0,11.701,9.08,5.62,생활하수/처리수 영향
JS-26,0.0046515,14.9,7.2,9.8,0.6,3.7,1.084623847,176,2.284,2.197,1.513,0.016,0.151,0.115,0.113,1.27560809,3,2.331523281,0,9.179,12.37,3.18,생활하수/처리수 영향
JS-27,4.49E-06,15.4,7.7,11.2,0.6,2.7,0.477585602,213,2.536,2.468,1.734,0.023,0.105,0.078,0.077,0.557234869,2.2,77.22,0,11.834,9.59,5.23,생활하수/처리수 영향
JS-28,0.011062388,14.8,7.4,9.6,0.5,2.9,0.812965963,282,3.803,3.686,2.724,0.031,0.058,0.04,0.037,1.889430153,2.3,4.076686158,0,14.731,8.7,3.55,생활하수/처리수 영향
JS-29,0.000109437,14.6,7.6,10.4,0.9,3.1,0.938117463,190,2.29,2.158,1.498,0.02,0.105,0.074,0.072,2.871,2.5,2.18193446,0,10.677,9.44,4.88,생활하수/처리수 영향
JS-30,0.011182811,17.3,7.3,7.1,0.2,1.7,0.452892856,194,2.967,2.911,2.156,0.016,0.033,0.023,0.022,0.415565212,1.2,0.060278112,0,8.76,10.81,2.67,생활하수/처리수 영향
JS-31,0.006539805,15,7.4,9.9,0.6,3.2,1.325182988,203,2.329,2.221,1.58,0.013,0.094,0.065,0.063,0.734121294,2.4,10.09685895,0,11.067,9.4,6.24,생활하수/처리수 영향
JS-32,0.028210318,14.4,7.3,8.9,0.9,3.5,3.663,147,5.328,5.213,4.017,0.094,0.101,0.049,0.046,1.4908247,3,0.013163229,0,20.792,11.16,3.64,생활하수/처리수 영향
JS-33,0.071394907,15.2,7.2,10.2,1.3,4.4,0.349924902,333,3.742,3.605,2.261,0.275,0.111,0.067,0.064,0.257956661,3.5,23.13051464,0,38.778,12.38,2.5,생활하수/처리수 영향
JS-34,0.005456732,15.6,7.4,9.6,0.8,3.6,0.577128243,270,3.156,3.092,2.181,0.092,0.096,0.065,0.061,1.417728211,2.9,0.27932903,0,24.248,10.89,3.9,생활하수/처리수 영향
JS-35,0.054611889,14.8,7.6,10.8,0.7,3.6,1.075952929,240,2.743,2.573,1.816,0.031,0.107,0.076,0.074,1.898069918,2.7,23.37137281,0,17.337,9.91,4.82,생활하수/처리수 영향
JS-36,0.315300358,16,8.3,12.4,1.1,3.8,0.230081002,219,3.122,2.958,2.156,0.022,0.105,0.067,0.066,2.597375322,2.6,13.9882908,0,13.89,10.21,4.73,생활하수/처리수 영향
JS-20B,0.037399322,19,7.2,9.1,4,7.2,1.029426231,349,7.761,7.662,5.267,0.28,0.094,0.034,0.016,0.840332383,5.6,47.5207082,0,48.56,11.75,1.33,생활하수/처리수 영향
JT-1,0.000405224,16.3,6.9,11.8,1,1.485,1.330509696,119,1.123,1.036,0.892,0.014,0.024,0.012,0.002,2.871,2.3,77.22,0,6.341,2.92,2.95,토양-질소 기원
JT-2,0.006069764,15.4,7,12.1,1.2,1.485,3.411516709,127,1.756,1.61,1.33,0.037,0.029,0.016,0.004,1.078831102,3.4,11.76332125,0,11.178,7.14,3.89,토양-질소 기원
JT-3,0.018950274,16.1,6.9,12.3,1.9,1.485,0.649937934,177,2.39,2.226,1.623,0.107,0.055,0.033,0.01,0.815783303,5.8,77.22,0,15.572,5.61,3.36,토양-질소 기원
JT-4,0.229155645,13.8,6.8,12,0.9,1.485,2.117111818,240,12.212,12.105,11.767,0.03,0.203,0.174,0.17,0.163927341,3.5,77.22,0,15.175,13.73,5.49,생활하수/처리수 영향
JT-5,0.0012205,16.1,6.6,9.5,2.2,0.699513192,0.809611763,231,2.904,2.834,2.324,0.064,0.051,0.032,0.012,1.618326071,5.7,61.92181565,0,16.777,9.74,4.7,생활하수/처리수 영향
JT-6,2.81E-05,15.3,6.8,12.3,2.1,1.485,0.633213125,100,1.921,1.825,1.142,0.317,0.087,0.063,0.048,0.083022042,4.6,0.977424667,0,14.102,7.06,3.96,토양-질소 기원
JT-7,2.01E-06,16.9,6.7,11.8,1.9,1.485,0.154437532,224,2.341,2.208,1.674,0.03,0.045,0.023,0.005,0.325398975,5.4,13.02480656,0,16.438,10,4.62,생활하수/처리수 영향
JT-8,0.679693119,20.4,7,11.2,1.5,1.485,1.156460083,167,1.673,1.573,1.23,0.05,0.044,0.021,0.009,1.872272452,3.8,32.65839182,0,11.821,7.25,4.13,토양-질소 기원
JT-9,0.204872868,18.3,7,12.2,2.5,1.229878659,0.08491021,178,2.52,2.351,1.74,0.084,0.19,0.139,0.124,2.871,5.7,50.73885257,0,16.801,7.15,7.84,토양-질소 기원
JT-10,0.006470464,16.8,7,10.8,4.1,1.485,0.28221113,169,3.478,3.148,1.888,0.676,0.671,0.563,0.539,2.871,5.8,2.806963448,0,10.632,14,2.4,생활하수/처리수 영향
JT-11,0.093140154,17.6,7.2,13.4,3.9,1.485,1.31459595,174,2.822,2.45,1.921,0.038,0.44,0.337,0.335,1.732725813,7.1,0.076177515,0,12.439,13.45,2.67,생활하수/처리수 영향
JT-12,0.000342072,19.2,6.5,12.1,2.2,1.198536983,3.552281043,185,0.54,0.468,0.296,0.047,0.098,0.06,0.049,2.871,3.6,0.006083267,0,13.93,13.84,6.6,생활하수/처리수 영향
JT-13,0.00784138,21.5,7.4,14.2,7.8,1.485,2.650291395,184,2.213,1.673,1.207,0.015,0.288,0.13,0.118,2.871,7.9,77.22,0,13.491,14.5,6.73,생활하수/처리수 영향
JT-14,0.050055623,19.5,7.1,10.4,1.4,1.485,1.228043389,328,4.254,4.159,3.659,0.124,0.139,0.108,0.095,2.871,3.9,77.22,0,28.939,11,5.21,생활하수/처리수 영향
JT-15,0.097029024,20.5,7.2,12.6,1.4,1.149332834,2.433448505,301,2.656,2.601,2.16,0.048,0.069,0.049,0.038,0.569687544,4,13.8463506,0,23.274,8.35,3.23,생활하수/처리수 영향
JT-16,0.023478336,18.7,7.2,14,1.3,1.485,3.663,324,3.268,3.226,2.748,0.066,0.093,0.076,0.067,1.813473369,4,77.22,0,27.924,9.66,4.69,생활하수/처리수 영향
JT-17,0.012879521,18.3,7.4,12.7,1.4,1.485,2.126188873,274,2.454,2.433,1.946,0.022,0.045,0.03,0.015,2.513700898,4.6,0.831160339,0,22.105,8.95,5.31,생활하수/처리수 영향
JT-18,0.00207846,18.3,7.5,9.4,1.1,0.676389711,0.461780161,210,1.249,1.201,0.948,0.031,0.032,0.016,0.008,2.871,3,16.64127081,0,20.753,7.14,3.95,토양-질소 기원
JT-19,0.109891176,19.7,7.7,10.1,1.5,1.40715764,1.27822475,194,2.404,2.31,1.9,0.034,0.029,0.013,0.003,0.913036029,3.6,77.22,0,17.208,9.58,3.45,생활하수/처리수 영향
JT-20,0.309860728,17.1,7.9,9.9,0.9,0.504841399,1.668754791,214,2.015,1.958,1.656,0.023,0.026,0.011,0.005,0.182015835,3.2,77.22,0,20.318,7.64,4.43,토양-질소 기원
JT-21,0.001596609,17.9,8,9.4,5.9,0.825908729,1.969819444,260,2.31,1.937,1.442,0.034,0.188,0.104,0.085,0.058790369,6,77.22,0,21.057,3.12,2.01,토양-질소 기원
JT-22,0.012197006,14.2,6.8,9.8,1.2,1.485,0.69913116,140,1.338,1.274,1.064,0.025,0.063,0.042,0.025,2.871,2.1,26.75360293,0,7.492,9.31,11.44,생활하수/처리수 영향
JT-23,1.00E-06,17.1,6.9,8.5,2.3,0.651068936,0.169325893,331,3.35,3.095,2.351,0.246,0.1,0.05,0.039,2.871,4.1,4.671442069,0,49.978,10.81,0.75,생활하수/처리수 영향
JT-24,0.791813493,18.2,6.9,10.5,2.2,1.485,0.062685304,370,2.11,2.024,1.568,0.048,0.057,0.04,0.027,1.863754009,4.9,77.22,0,44.894,9.13,7.36,생활하수/처리수 영향
JT-25,0.332345886,19.3,7.6,11.4,1.9,1.485,2.318355696,352,2.943,2.879,2.224,0.128,0.084,0.064,0.049,2.871,4.2,77.22,0,58.03,11.63,3.6,생활하수/처리수 영향
JT-26,0.000815389,18.3,7.5,8.9,3,1.485,3.663,309,3.321,3.167,1.942,0.678,0.139,0.091,0.073,0.5298585,5.7,3.629583841,0,42.961,8.63,5.95,생활하수/처리수 영향
JT-27,7.91E-05,21.7,7.9,10.8,3,1.485,1.309335358,272,1.682,1.576,0.924,0.199,0.133,0.067,0.047,2.023447424,5.4,25.39554256,0,17.756,10.22,6.67,생활하수/처리수 영향
JT-28,0.510155479,19.2,8,9.8,3.4,1.485,3.663,313,4.57,4.319,3.312,0.137,0.379,0.318,0.299,2.871,5.6,0.001538287,0,28.557,14.28,3.4,생활하수/처리수 영향
JT-29,6.48E-05,18.4,7.2,13.5,3.8,1.485,0.433269435,236,1.975,1.734,1.323,0.014,0.137,0.068,0.047,2.871,5.1,77.22,0,20.53,9.05,11.68,생활하수/처리수 영향
JT-30,0.000448808,21.5,7.1,12.8,4.3,1.132255524,1.407487164,126,7.604,7.492,6.908,0.031,0.724,0.635,0.599,2.748308599,5.2,77.22,0,17.768,5.52,19.21,토양-질소 기원
23B,0.84447,20.1,6.8,8.1,0.099,1.140840306,2.359384705,485,8.187,7.635,6.188,0.931,0.134,0.114,0.105,1.146563185,4.4,1.908237284,0,88.139,11.37,1.92,생활하수/처리수 영향
28B,1.41E-06,17.8,7.9,9,0.099,1.446238692,2.934661554,315,4.943,4.747,3.597,0.177,0.417,0.335,0.317,2.871,5.6,0.204833026,0,29.404,14.34,3.59,생활하수/처리수 영향
JT-1,0.001925395,20.7,7.4,7.8,0.9,1.485,2.444272118,100,1.311,1.309,1.126,0.019,0.027,0.01,0.01,2.871,2,77.22,0,6.217,4.66,3.45,토양-질소 기원
JT-2,0.00033758,21.1,7.6,8,1.4,1.485,0.854140267,144,1.656,1.623,1.344,0.033,0.043,0.021,0.014,1.024226191,2.9,0.169156146,0,9.071,7.6,3.76,토양-질소 기원
JT-3,1.19E-05,20.6,7.5,7.1,1.8,1.485,3.663,145,1.572,1.49,1.094,0.06,0.079,0.018,0.008,2.444391927,4.5,1.077783372,0,10.756,5.93,3.24,토양-질소 기원
JT-4,1.79E-05,18.4,7.2,7.7,1,1.485,3.663,240,12.128,11.53,11.125,0.03,0.257,0.222,0.196,0.031792815,2.9,77.22,0,13.399,12.7,7.03,생활하수/처리수 영향
JT-5,0.002582015,21.9,7.1,7.2,1.7,1.485,0.773467692,175,2.267,2.193,1.795,0.065,0.098,0.06,0.048,2.871,4.4,0.004350579,0,12.32,8.45,4.38,생활하수/처리수 영향
JT-6,0.007046783,20.7,7.4,6.9,2.1,1.485,1.661940711,197,3.213,3.149,1.629,0.408,0.189,0.133,0.131,2.871,4.7,4.341748037,0,14.313,5.32,2.36,토양-질소 기원
JT-7,0.0009938,7.2,7.1,7.2,2.2,1.485,0.036510319,175,2.299,2.123,1.532,0.076,0.132,0.089,0.082,0.768330465,4.3,0.820713928,0,12.898,7.8,4.06,토양-질소 기원
JT-8,0.126612973,22.9,7.7,7.9,2,1.485,3.663,189,1.701,1.461,1.038,0.128,0.283,0.108,0.099,0.283257519,6.2,0.033345991,0,11.95,10.53,5.11,생활하수/처리수 영향
JT-9,0.007757958,22.9,7.8,7.3,3.9,1.485,2.229296261,220,2.122,1.947,1.094,0.19,0.28,0.15,0.139,2.871,7.2,0.04928423,0,15.101,6.88,7.19,토양-질소 기원
JT-10,2.41E-06,21,7.1,6.2,3,1.485,0.600710008,138,1.661,1.396,0.873,0.205,0.375,0.21,0.21,0.260027947,5,5.749065184,0,9.861,10.33,3.3,생활하수/처리수 영향
JT-11,0.178077653,22.4,7.7,8.1,2.8,1.485,0.249810335,166,1.608,1.543,1.101,0.066,0.134,0.084,0.081,0.595136115,3.9,15.02414349,0,10.734,9.11,6.61,생활하수/처리수 영향
JT-12,0.000627082,22.1,7.4,7.4,2.9,1.485,3.663,155,1.646,1.471,1.048,0.071,0.241,0.146,0.144,2.871,4.6,2.30596948,0,9.939,11.05,3.69,생활하수/처리수 영향
JT-13,1.00E-06,23.2,7.9,12.4,2.8,1.206473162,0.231704664,180,1.571,1.522,1.085,0.028,0.174,0.112,0.109,0.050606876,4.5,77.22,0,11.824,10.13,4.01,생활하수/처리수 영향
JT-14,0.067786431,21.6,7.9,9.3,4.2,1.485,0.479870229,238,3.059,2.383,1.446,0.189,0.644,0.096,0.078,1.109648851,9.8,16.47183975,0,20.841,6.79,3.99,토양-질소 기원
JT-15,0.028538994,20.3,7.5,12.3,2.2,1.485,3.663,307,4.565,4.552,4.122,0.052,0.117,0.084,0.082,0.526870463,3.5,0.0072672,0,21.355,8.01,3.7,생활하수/처리수 영향
JT-16,8.20E-05,20.8,7.6,11.2,2.1,1.485,0.054944847,238,3.345,3.256,2.562,0.085,0.151,0.103,0.097,0.125802356,5.4,77.22,0,18.145,7.36,2.82,토양-질소 기원
JT-17,0.113015941,21.1,7.5,11.5,1.4,1.485,0.829912619,254,3.198,3.056,2.739,0.029,0.059,0.037,0.028,0.149813067,3.1,1.484292317,0,16.987,8.15,4.16,생활하수/처리수 영향
JT-18,0.000421124,20.2,7.3,11.9,1.3,1.485,0.4311203,213,2.603,2.529,2.21,0.041,0.067,0.029,0.021,1.258069139,2.6,0.001739229,0,16.575,6.8,1.82,토양-질소 기원
JT-19,0.111440641,17.3,6.9,7.4,0.9,0.932662644,0.122367896,189,2.924,2.922,2.717,0.014,0.043,0.028,0.027,1.933041092,1.5,77.22,0,12.809,11.4,5.09,생활하수/처리수 영향
JT-20,0.030961322,18.8,7.2,12.3,1.4,1.485,0.142682649,218,3.618,3.529,3.17,0.033,0.064,0.046,0.039,0.836201759,3.7,48.04118355,0,16.588,8.41,2.34,생활하수/처리수 영향
JT-21,0.002393814,22.1,7.5,10.1,2.2,1.485,0.92676638,166,2.296,2.146,1.719,0.075,0.168,0.095,0.09,2.871,4.2,0.211874563,0,12.338,7.1,3.76,토양-질소 기원
JT-22,0.390855755,17.3,7.3,11.6,1.3,1.485,1.352040872,422,1.611,1.46,1.194,0.099,0.074,0.048,0.04,2.014209954,1.8,77.22,0,7.243,4.43,1.47,토양-질소 기원
JT-23,0.060407524,22.8,6.8,8.8,3,1.485,0.647127994,424,2.661,2.591,0.837,1.228,0.132,0.091,0.087,0.063655748,4.3,1.014088213,0,66.657,13.72,-2.65,축산분뇨(직접유출)
JT-24,0.000750673,20.7,7.2,10.3,2.1,1.485,3.663,263,1.921,1.805,1.324,0.085,0.093,0.061,0.052,0.686690584,5.4,77.22,0,22.471,8.15,3.44,생활하수/처리수 영향
JT-25,0.709515526,22.7,7.5,11.4,2.3,1.325439792,1.401835751,297,2.559,2.431,1.136,0.473,0.138,0.085,0.077,0.033586853,5.7,51.86403969,0,33.682,7.8,0.97,토양-질소 기원
JT-26,0.002317236,23.2,7.7,11,4.4,1.485,0.067224696,260,2.592,2.359,1.63,0.164,0.175,0.072,0.058,2.871,6.9,5.347478183,0,26.586,9.33,3.73,생활하수/처리수 영향
JT-27,1.88E-06,25.3,8,12.7,3.6,1.485,0.544210644,148,1.083,1.026,0.548,0.022,0.101,0.065,0.055,2.871,6.9,77.22,0,20.492,12.26,9.31,생활하수/처리수 영향
JT-28,0.083627989,23.3,7.3,10.3,4.6,0.590727183,0.038315825,340,10.642,10.641,8.895,0.246,1.542,1.376,1.371,0.287570744,9.6,77.22,0,28.691,15.53,0.88,생활하수/처리수 영향
JT-29,1.47E-05,23.3,7.7,8.3,1.7,1.485,2.602595522,172,2.438,2.376,1.94,0.087,0.156,0.134,0.114,2.871,4.1,1.763071607,0,12.939,7.13,5.19,토양-질소 기원
JT-30,0.076221538,23.1,7.4,7.8,2.4,1.393888592,3.663,173,2.906,2.714,2.166,0.102,0.222,0.163,0.162,0.579145011,4.4,77.22,0,12.584,5.9,7.31,토양-질소 기원
JT-1,2.68E-05,20.8,7.8,8.9,2.5,1.485,0.253152021,169,2.455,2.445,1.419,0.261,0.465,0.034,0.018,2.871,5.7,5.183688902,0,12.507,8.43,1.77,생활하수/처리수 영향
JT-2,0.001089347,21.4,9,8.2,2.8,0.794286878,3.092551653,183,0.606,0.566,0.311,0.055,0.038,0.035,0.022,2.871,4.3,0.005712995,0,11.516,7.7,6.03,토양-질소 기원
JT-3,0.541488239,21.3,7.5,6.5,4.7,1.485,0.468514149,238,2.462,2.393,0.789,0.355,0.139,0.099,0.081,1.217988741,8.8,77.22,0,20.43,7.75,1.79,토양-질소 기원
JT-4,0.057426374,18.9,7.7,8.6,1.6,1.485,3.663,315,9.758,9.685,8.189,0.046,0.194,0.185,0.17,2.871,4.9,0.040817391,0,19.817,26.13,12.84,생활하수/처리수 영향
JT-5,0.000982406,21.6,7.3,7.4,2.5,1.485,3.663,273,1.028,0.953,0.657,0.095,0.07,0.07,0.068,2.871,5.2,77.22,0,21.325,10.09,4.6,생활하수/처리수 영향
JT-6,0.000159782,20.5,7.6,6.7,7.1,1.485,0.900754379,252,4.202,3.897,0.668,1.509,0.16,0.122,0.107,0.74162405,11,0.072795064,0,19.16,7.04,0.95,토양-질소 기원
JT-7,0.000283528,21.3,7.6,7,6.8,0.720893305,3.663,244,2.186,2.181,0.686,0.391,0.197,0.176,0.15,2.871,10.6,2.51766626,0,21.189,7.88,5.28,토양-질소 기원
JT-8,0.000299328,22.9,7.8,8.3,2.5,1.485,2.411986129,200,1.146,1.144,0.633,0.043,0.073,0.057,0.056,1.201164792,4.6,77.22,0,11.377,8.7,4.09,생활하수/처리수 영향
JT-9,1.00E-06,23.4,8.1,8,4.9,1.020361013,0.582311347,272,2.476,2.399,1.277,0.144,0.197,0.18,0.164,0.057162572,8.1,77.22,0,17.977,5.89,10.49,토양-질소 기원
JT-10,7.09E-06,20.7,7.4,6.5,3.1,1.485,3.663,126,1.536,1.508,0.777,0.233,0.253,0.247,0.242,2.871,4.7,2.280667795,0,7.867,11.02,3.08,생활하수/처리수 영향
JT-11,0.004226324,21.4,7.6,7.5,5.9,1.485,0.889805076,217,1.889,1.78,0.751,0.209,0.196,0.163,0.132,0.137704123,9.1,0.401215816,0,15.366,8.18,2.06,생활하수/처리수 영향
JT-12,8.05E-05,21.9,7.5,7.2,3.1,1.485,0.061156598,157,1.365,1.281,0.676,0.074,0.156,0.142,0.126,2.871,5.9,0.694522203,0,10.383,11.12,2.95,생활하수/처리수 영향
JT-13,0.078257119,23.6,7.8,11.4,3.6,1.23755341,2.800548917,183,1.793,1.711,0.905,0.085,0.15,0.144,0.127,0.17835682,6.8,0.731508162,0,12.247,10.04,2.88,생활하수/처리수 영향
JT-14,3.36E-06,21.9,7.8,8.8,6.9,1.182448802,0.132491118,233,2.303,2.263,0.997,0.352,0.133,0.096,0.072,0.869693906,10.8,0.002651138,0,15.164,4.99,2.2,토양-질소 기원
JT-15,0.005941845,24.3,7.5,10.7,3.2,1.485,2.711556064,328,3.546,3.499,2.452,0.239,0.072,0.064,0.051,2.871,4.2,0.020359746,0,23.522,9.01,4.17,생활하수/처리수 영향
JT-16,5.35E-05,21.8,7.8,10.1,3.3,1.485,0.166329211,206,2.019,1.973,1.201,0.1,0.087,0.061,0.047,2.871,6.3,9.212017511,0,14.283,6.25,4.19,토양-질소 기원
JT-17,9.77E-06,23.8,7.5,10.9,4.5,0.989068057,0.6698642,224,1.556,1.494,0.664,0.201,0.053,0.042,0.025,0.832086878,6.2,0.208331613,0,15.236,7.26,3.18,토양-질소 기원
JT-18,0.013903415,20.3,7.3,10.5,2.5,0.978248106,3.663,225,1.524,1.507,0.812,0.22,0.024,0.023,0.011,0.382588321,3.7,77.22,0,17.993,9.54,2.02,생활하수/처리수 영향
JT-19,0.052603886,20.8,7.3,8,1.1,1.485,3.663,180,1.331,1.313,0.981,0.022,0.032,0.028,0.027,0.488972981,1.8,0.009975693,0,11.101,15.82,7.01,생활하수/처리수 영향
JT-20,0.376806754,17.5,7.6,11.7,1.6,1.485,0.644327096,323,2.571,2.56,1.813,0.04,0.028,0.023,0.014,0.500449103,4.5,12.76204985,0,19.279,12.17,3.64,생활하수/처리수 영향
JT-21,0.00078707,22,7.4,9.2,4,1.485,0.325388203,258,1.821,1.806,0.986,0.099,0.118,0.11,0.093,0.040553347,5.9,0.140881097,0,19.576,9.49,6.16,생활하수/처리수 영향
JT-22,0.530779046,16.4,7.3,8.8,1.6,1.459041709,0.403731665,423,3.381,3.369,2.479,0.119,0.155,0.154,0.149,0.100898115,2,0.027679619,0,8.853,7.2,-0.57,토양-질소 기원
JT-23,2.88E-05,23.3,7,9.5,3.1,0.810430305,0.412051686,386,3.134,3.073,0.935,1.373,0.068,0.035,0.024,1.553303834,4.6,28.78515869,0,50.956,14.72,-0.48,생활하수/처리수 영향
JT-24,0.042175071,20.7,7,5.9,5.3,1.485,0.04522249,313,3.213,3.149,1.723,0.291,0.072,0.06,0.039,0.285410619,8.5,77.22,0,28.301,9.47,2.74,생활하수/처리수 영향
JT-25,0.000333137,21.8,7.4,11.5,2.5,1.40053909,0.10079212,332,2.64,2.619,1.632,0.091,0.06,0.053,0.037,2.871,6.2,77.22,0,37.286,11.64,0.11,생활하수/처리수 영향
JT-26,0.189427552,23.7,7.6,9.7,3.3,1.485,1.115503272,335,5.537,5.33,1.71,1.309,0.152,0.15,0.124,0.073341718,8.8,1.844777518,0,36.399,5.28,-3.71,토양-질소 기원
JT-27,0.012465332,24.7,8.4,13.4,3.1,0.855155302,0.251479219,241,1.002,0.921,0.309,0.028,0.083,0.051,0.023,1.79702352,7.5,77.22,0,19.122,7.37,3.73,토양-질소 기원
JT-28,0.000130664,23.1,7.6,9.8,4.9,1.485,2.7365908,295,3.463,3.425,2.045,0.096,0.343,0.34,0.314,0.239608789,8.1,0.07790818,0,23.636,13.51,2.35,생활하수/처리수 영향
JT-29,0.192400516,23.8,7.9,9.5,3.3,1.485,0.076140715,289,2.609,2.501,1.529,0.052,0.18,0.18,0.156,0.115750759,6.7,69.29681742,0,20.83,9.41,5.79,생활하수/처리수 영향
JT-30,0.16255095,22.9,7.9,7.7,3.8,1.123574692,1.268024094,256,2.822,2.774,1.33,0.312,0.255,0.255,0.23,2.5852309,8.5,0.810377143,0,22.315,8.41,6.34,생활하수/처리수 영향
JT-1,0.024294933,23.4,7.8,9.2,1,1.485,0.215627835,120,0.705,0.671,0.463,0.029,0.019,0.013,0.001,2.871,3.5,77.22,0,5.601,3.72,5.14,토양-질소 기원
JT-2,0.004802453,23.4,7.6,9,4.8,1.485,0.113728176,282,2.491,2.314,0.546,0.321,0.299,0.219,0.177,2.871,15.2,25.92983649,0,22.974,8.2,2.9,생활하수/처리수 영향
JT-3,0.000223852,23.9,7.5,8.4,2.4,1.485,1.745851519,187,0.774,0.657,0.23,0.037,0.054,0.031,0.005,0.756798972,8.2,0.330965717,0,16.067,5.52,0.95,토양-질소 기원
JT-4,0.398126305,22.9,7.5,8.9,2.8,1.485,2.401346336,213,1.308,1.179,0.402,0.172,0.089,0.055,0.031,2.871,8.5,77.22,0,17.675,7.08,-0.29,토양-질소 기원
JT-5,0.000484075,22.9,7.5,9.1,2.1,1.485,3.663,317,2.994,2.923,0.981,0.666,0.081,0.052,0.029,0.183853297,8.3,77.22,0,27.053,8.69,1,생활하수/처리수 영향
JT-6,0.002033593,22.1,7.5,8.3,2.5,1.485,0.592775328,322,2.144,2.073,0.6,0.323,0.133,0.107,0.085,2.871,13.4,49.10093277,0,25.136,7.23,0.9,토양-질소 기원
JT-7,0.001396909,23.8,7.6,9.1,3.2,1.485,3.663,242,1.98,1.904,0.672,0.186,0.174,0.109,0.087,0.523893014,10.5,10.41015348,0,19.7,7.2,1.5,토양-질소 기원
JT-8,0.809732236,21.9,7.7,8.3,1.2,1.485,0.170827999,266,1.944,1.933,1.115,0.08,0.101,0.079,0.075,2.871,4.3,0.553968661,0,15.196,8.36,2.71,생활하수/처리수 영향
JT-9,3.72E-06,25.1,7.7,10,9,1.078578432,3.32756513,306,1.778,1.527,0.527,0.052,0.206,0.124,0.074,2.467253979,12.6,77.22,0,19.929,7.14,11.32,토양-질소 기원
JT-10,0.018531574,23,8.1,12.8,18,1.485,0.428977315,140,2.79,2.169,1.261,0.116,0.469,0.343,0.34,0.351038218,28,1.158682142,0,8.304,12.16,2.77,생활하수/처리수 영향
JT-11,0.006609899,22.9,7.7,9.4,4,1.485,3.344118206,130,3.311,3.207,1.044,0.717,0.156,0.102,0.086,2.871,10.7,4.574913113,0,18.582,10.91,-2.87,생활하수/처리수 영향
JT-12,4.20E-05,23.7,7.5,8.1,2,1.267669113,1.675600598,178,1.605,1.542,0.628,0.153,0.142,0.095,0.084,2.871,7.1,3.193991797,0,11.946,10.93,-0.01,생활하수/처리수 영향
JT-13,1.69E-05,22.8,7.6,11.7,1.9,1.485,0.301672936,236,1.839,1.797,0.987,0.038,0.112,0.076,0.062,2.871,7.1,77.22,0,16.62,10.37,2.56,생활하수/처리수 영향
JT-14,0.651462597,21.8,7.8,8.5,3,1.485,3.625826204,224,1.657,1.638,0.779,0.092,0.112,0.075,0.059,1.640588779,9.3,0.010983441,0,14.362,7.33,0.67,토양-질소 기원
JT-15,9.90E-05,21.5,7.5,10.4,1.4,1.485,2.380247005,353,2.349,2.343,1.609,0.07,0.126,0.101,0.1,0.441953841,5.2,37.89375346,0,25.551,10.09,3.36,생활하수/처리수 영향
JT-16,0.383750786,21.8,7.7,9.5,2.1,1.485,2.153710228,210,1.756,1.749,1.009,0.064,0.096,0.071,0.057,2.871,6.8,14.1317071,0,15.889,6.87,2.88,토양-질소 기원
JT-17,0.001320736,22.3,7.6,9.5,2.1,1.485,1.170437127,211,1.294,1.263,0.663,0.063,0.07,0.043,0.03,0.614710548,6.9,0.111640111,0,13.711,8.65,3.65,생활하수/처리수 영향
JT-18,0.000102422,20.4,7.3,9,1.6,1.485,0.369389918,183,0.966,0.915,0.465,0.133,0.085,0.044,0.03,1.135908696,4.7,0.04675918,0,11.173,8.29,2.42,생활하수/처리수 영향
JT-19,0.01517996,21.4,7.4,9.3,0.8,1.485,3.663,180,0.738,0.736,0.503,0.029,0.043,0.03,0.026,0.96732012,2.6,77.22,0,11.148,20.6,12.24,생활하수/처리수 영향
JT-20,0.000496348,20.5,7.6,10.6,1.3,1.485,0.493721058,310,4.723,4.614,3.56,0.074,0.031,0.019,0.01,2.871,4.6,0.253902145,0,17.578,13.4,5.52,생활하수/처리수 영향
JT-21,0.000432017,23.4,7.5,9.1,3,1.245167992,0.847157304,142,1.487,1.402,0.704,0.028,0.133,0.083,0.069,0.076566495,7.8,77.22,0,20.558,11.74,7.73,생활하수/처리수 영향
JT-22,0.00050889,19,7.6,8.9,1.9,1.222141766,0.735551784,270,2.912,2.894,2.127,0.045,0.134,0.115,0.113,2.871,3.6,3.027149504,0,8.558,9.14,5.08,생활하수/처리수 영향
JT-23,0.000143529,23.6,7.3,8.8,1.6,1.485,3.663,374,2.012,1.978,1.153,0.218,0.091,0.066,0.064,1.880831083,4.8,0.262173181,0,47.512,15.37,1.66,생활하수/처리수 영향
JT-24,4.56E-05,22.5,7,5.1,2.3,1.485,0.079076752,340,1.878,1.863,0.878,0.138,0.088,0.054,0.038,0.21593784,8.4,31.30901929,0,28.628,12.32,6.76,생활하수/처리수 영향
